SCTG,DistanceGroup,Tonnage,Proportion,cumProporition
2,61,3544020.4,0.00374651629415323,0.969430027930439
2,62,709896.4,0.000750457991088516,0.970180485921527
2,63,744488.4,0.000787026485910766,0.970967512407438
2,64,68160.5,7.20550095782833e-05,0.971039567417016
2,65,530829.4,0.000561159579249483,0.971600726996266
2,66,108583.6,0.000114787777936554,0.971715514774202
2,67,99469,0.000105152393948728,0.971820667168151
2,68,79028.7,8.3544189603352e-05,0.971904211357754
2,69,137344.5,0.000145191999222783,0.972049403356977
2,70,551346.9,0.00058284939459741,0.972632252751574
2,71,1302378.3,0.00137679273011566,0.97400904548169
2,72,257503.2,0.000272216247569173,0.974281261729259
2,73,136996.7,0.000144824326856364,0.974426086056116
2,74,250841.4,0.000265173810045847,0.974691259866161
2,75,629830.9,0.000665817761492342,0.975357077627654
2,76,571896.2,0.00060457282691271,0.975961650454567
2,77,12175473.9,0.01287114807674,0.988832798531307
2,78,624511.1,0.000660194002277627,0.989492992533584
2,79,1216337.4,0.00128583568206548,0.99077882821565
2,80,406191,0.000429399672766668,0.991208227888416
2,81,1521850.6,0.00160880509326833,0.992817032981685
2,82,2776932.7,0.00293559924438271,0.995752632226067
2,83,1189644.6,0.00125761772650953,0.997010249952577
2,84,492725.9,0.00052087894666219,0.997531128899239
2,85,745550.9,0.000788149694333194,0.998319278593572
2,86,70347,7.43664403694734e-05,0.998393645033942
2,87,239903.8,0.000253611264689469,0.998647256298631
2,88,191029.6,0.000201944522967637,0.998849200821599
2,89,283313.7,0.000299501490851136,0.99914870231245
2,90,10230.6,1.08151492578779e-05,0.999159517461708
2,91,37841.3,4.00034511770702e-05,0.999199520912885
2,92,24124.9,2.55033325837564e-05,0.999225024245469
2,93,15174,1.60410019782846e-05,0.999241065247447
2,94,16773,1.77313645829556e-05,0.99925879661203
2,95,79097.4,8.36168149385245e-05,0.999342413426968
2,96,51758.2,5.47155258068045e-05,0.999397128952775
2,97,226515.3,0.000239457781429533,0.999636586734205
2,98,27126.8,2.86767531609682e-05,0.999665263487366
2,99,29153.6,3.0819359119159e-05,0.999696082846485
2,100,10154.2,1.07343839651969e-05,0.99970681723045
2,101,4309.9,4.55615621630479e-06,0.999711373386666
2,102,5634,5.95591176655171e-06,0.999717329298433
2,103,779.9,8.2446141049586e-07,0.999718153759843
2,104,10535.4,1.11373647187307e-05,0.999729291124562
2,105,64262.1,6.79338653768766e-05,0.999797224989939
2,106,133677,0.000141314948032895,0.999938539937972
2,107,14935.1,1.57884518680558e-05,0.99995432838984
2,108,2733.1,2.88926206055422e-06,0.999957217651901
2,109,2452.3,2.59241789583152e-06,0.999959810069796
2,110,2392.6,2.52930679670778e-06,0.999962339376593
2,111,3097.7,3.27469433426468e-06,0.999965614070927
2,112,5465.2,5.77746698376968e-06,0.999971391537911
2,113,1076.1,1.13758549023541e-06,0.999972529123401
2,114,6400.9,6.76663039164374e-06,0.999979295753793
2,115,5511.7,5.82662387002184e-06,0.999985122377663
2,116,1801.1,1.90401006083356e-06,0.999987026387724
2,117,14.8,1.56456326135899e-08,0.999987042033356
2,118,2711.5,2.86642789403709e-06,0.999989908461251
2,119,99.6,1.05290878940105e-07,0.999990013752129
2,120,0,0,0.999990013752129
2,121,4.2,4.4399768227755e-09,0.999990018192106
2,122,636.1,6.72445061182737e-07,0.999990690637168
2,123,440.6,4.65774711455925e-07,0.999991156411879
2,124,1904.4,2.01321234792706e-06,0.999993169624227
2,125,654.4,6.91790674481974e-07,0.999993861414901
2,126,1582.5,1.67291983858148e-06,0.99999553433474
2,127,198.5,2.0984176174308e-07,0.999995744176502
2,128,726.1,7.67587421670784e-07,0.999996511763923
2,129,829.4,8.76789708764286e-07,0.999997388553632
2,130,1738,1.83730469475805e-06,0.999999225858327
2,131,712.7,7.53421781331452e-07,0.999999979280108
2,132,19.6,2.0719891839619e-08,1
3,1,62690130.9,0.119470681458115,0.119470681458115
3,2,253033366,0.482214157693849,0.601684839151964
3,3,55246052.2,0.105284251435573,0.706969090587537
3,4,18607992.2,0.0354618737716065,0.742430964359143
3,5,8695399.7,0.0165711143491916,0.759002078708335
3,6,6600373.5,0.012578552773816,0.771580631482151
3,7,4882864.3,0.00930543798543099,0.780886069467582
3,8,2762643.6,0.00526486240783874,0.78615093187542
3,9,9503101,0.0181103777601985,0.804261309635619
3,10,4766852.2,0.00908434984212347,0.813345659477742
3,11,6866865.4,0.0130864153103747,0.826432074788117
3,12,3035546.7,0.00578494298289832,0.832217017771015
3,13,2364267,0.00450566278270338,0.836722680553719
3,14,1845783.6,0.00351757160737102,0.84024025216109
3,15,3357927.2,0.0063993142957489,0.846639566456839
3,16,2209578.7,0.00421086811009252,0.850850434566931
3,17,1835420.1,0.00349782153842849,0.854348256105359
3,18,1052993.5,0.0020067249694635,0.856354981074823
3,19,930495.9,0.00177327719165732,0.85812825826648
3,20,1167320.6,0.00222460195185357,0.860352860218334
3,21,757141.8,0.00144291047901487,0.861795770697349
3,22,913532.6,0.00174094966287913,0.863536720360228
3,23,1093485.9,0.00208389269191716,0.865620613052145
3,24,1103044.7,0.00210210921712658,0.867722722269272
3,25,758000.6,0.00144454712292936,0.869167269392201
3,26,255635.5,0.000487173131582757,0.869654442523784
3,27,142283.3,0.000271154048764467,0.869925596572548
3,28,41770.1,7.96026781238322e-05,0.870005199250672
3,29,64209.6,0.000122366384597116,0.870127565635269
3,30,161321.1,0.000307435021651434,0.870435000656921
3,31,66434.8,0.000126607022741654,0.870561607679662
3,32,717208.3,0.0013668078710044,0.871928415550667
3,33,1469877.3,0.00280119438530019,0.874729609935967
3,34,435261.7,0.000829492795198767,0.875559102731166
3,35,81084,0.000154524493668744,0.875713627224834
3,36,355158.4,0.000676837254355992,0.87639046447919
3,37,325986.7,0.000621243768934004,0.877011708248124
3,38,1385622.1,0.00264062642961277,0.879652334677737
3,39,1513026.1,0.0028834244981759,0.882535759175913
3,40,3266503.9,0.00622508585188789,0.888760845027801
3,41,477343.3,0.000909689109302297,0.889670534137103
3,42,121291.9,0.000231150034946721,0.88990168417205
3,43,119610.5,0.000227945734669791,0.89012962990672
3,44,32558.2,6.20472518593768e-05,0.890191677158579
3,45,27688.1,5.27661392278323e-05,0.890244443297807
3,46,48268.5,9.19868965844035e-05,0.890336430194391
3,47,291082.4,0.000554725475752095,0.890891155670144
3,48,90183.1,0.00017186495319641,0.89106302062334
3,49,284091.2,0.000541402111831507,0.891604422735171
3,50,610848.5,0.00116411443898688,0.892768537174158
3,51,89202.2,0.000169995619223744,0.892938532793382
3,52,1233648.2,0.00235100467996593,0.895289537473348
3,53,90914.4,0.000173258616091925,0.89546279608944
3,54,63440.9,0.000120901447269368,0.895583697536709
3,55,405050.5,0.000771918299822057,0.896355615836531
3,56,242099,0.000461376170301284,0.896816992006833
3,57,626109.7,0.00119319821880506,0.898010190225638
3,58,236948.7,0.000451561071148034,0.898461751296786
3,59,180233.9,0.000343477777853128,0.898805229074639
3,60,10552173.3,0.0201096299675317,0.918914859042171
3,61,1378044.5,0.00262618554357824,0.921541044585749
3,62,425397.6,0.000810694449557236,0.922351739035306
3,63,2698287.1,0.00514221607099309,0.927493955106299
3,64,245364.8,0.000467599914707373,0.927961555021006
3,65,984517.7,0.00187622834468473,0.929837783365691
3,66,231162.3,0.000440533734926771,0.930278317100618
3,67,184129.2,0.000350901181486248,0.930629218282104
3,68,154751.9,0.000294915877260324,0.930924134159364
3,69,1383776.5,0.00263710920789807,0.933561243367263
3,70,154096.2,0.000293666287816062,0.933854909655079
3,71,1829841.2,0.00348718964190478,0.937342099296983
3,72,317877.1,0.000605789032686951,0.93794788832967
3,73,671494.5,0.00127968955174691,0.939227577881417
3,74,239072,0.000455607515050737,0.939683185396468
3,75,278362.1,0.000530483974138774,0.940213669370607
3,76,865146.2,0.00164873808031718,0.941862407450924
3,77,16746361.2,0.03191410124345,0.973776508694374
3,78,1600017.6,0.0030492071123906,0.976825715806765
3,79,756549.9,0.00144178247536677,0.978267498282131
3,80,482289.8,0.000919115819971879,0.979186614102103
3,81,680250.7,0.00129637653526354,0.980482990637367
3,82,730028.2,0.00139123918367255,0.981874229821039
3,83,1508670,0.00287512293255419,0.984749352753593
3,84,1212461.4,0.00231062828582577,0.987059981039419
3,85,1425353.8,0.00271634446060654,0.989776325500026
3,86,194290.4,0.000370265720545333,0.990146591220571
3,87,152569.3,0.000290756423362127,0.990437347643933
3,88,58179.5,0.000110874621126248,0.990548222265059
3,89,294211.8,0.000560689278111216,0.991108911543171
3,90,17121.3,3.26286346683769e-05,0.991141540177839
3,91,31151.3,5.93660754233036e-05,0.991200906253262
3,92,29471.3,5.61644431732482e-05,0.991257070696436
3,93,20374.6,3.88285574059394e-05,0.991295899253842
3,94,49824.6,9.49524084560173e-05,0.991390851662297
3,95,81356.5,0.000155043806042637,0.99154589546834
3,96,87780.3,0.000167285856785438,0.991713181325126
3,97,63302.2,0.00012063712203539,0.991833818447161
3,98,1980993.8,0.00377524621264271,0.995609064659804
3,99,829822.7,0.00158142090365954,0.997190485563463
3,100,7634.7,1.45497034163677e-05,0.99720503526688
3,101,13491.8,2.57117749948197e-05,0.997230747041874
3,102,26381.6,5.02762984333696e-05,0.997281023340308
3,103,160282.5,0.000305455726856846,0.997586479067165
3,104,75307.7,0.000143516405355652,0.99772999547252
3,105,334446.2,0.00063736532132647,0.998367360793847
3,106,384010.5,0.000731821667357077,0.999099182461204
3,107,112313.2,0.000214039025730309,0.999313221486934
3,108,45138.8,8.60225225052379e-05,0.99939924400944
3,109,78439.2,0.000149484209755086,0.999548728219195
3,110,79694.5,0.000151876476995261,0.99970060469619
3,111,59479.8,0.000113352646373121,0.999813957342563
3,112,28048.4,5.34527750014602e-05,0.999867410117565
3,113,2927.7,5.57941591576615e-06,0.99987298953348
3,114,4930,9.39526606712679e-06,0.999882384799547
3,115,2631.2,5.01436593830102e-06,0.999887399165486
3,116,23210.5,4.42330269880419e-05,0.999931632192474
3,117,940,1.79138947324527e-06,0.999933423581947
3,118,819,1.560795721902e-06,0.999934984377669
3,119,1165.5,2.22113237347592e-06,0.999937205510042
3,120,643.1,1.22557720238727e-06,0.999938431087245
3,121,64.6,1.23110382948558e-07,0.999938554197628
3,122,13.9,2.64896954022439e-08,0.999938580687323
3,123,22.4,4.26884300007383e-08,0.999938623375753
3,124,6073.1,1.1573710010602e-05,0.999950197085764
3,125,1039,1.98005708798068e-06,0.999952177142852
3,126,1321.5,2.51842679669534e-06,0.999954695569648
3,127,2688.4,5.12337389348147e-06,0.999959818943542
3,128,17540.8,3.34280898641496e-05,0.999993247033406
3,129,797.9,1.52058474542809e-06,0.999994767618151
3,130,2400.8,4.57528494400771e-06,0.999999342903095
3,131,270.4,5.15310333580341e-07,0.999999858213429
3,138,4.7,8.95694736622635e-09,0.999999867170376
3,155,69.7,1.32829623707655e-07,1
4,1,32979512.4,0.103401751651194,0.103401751651194
4,2,159265623.9,0.499350757201624,0.602752508852818
4,3,42573492.3,0.133482072880151,0.736234581732969
4,4,16301550,0.0511107867267779,0.787345368459747
4,5,8391062.5,0.02630877467778,0.813654143137527
4,6,5290883.8,0.0165886822724198,0.830242825409946
4,7,4557115.7,0.0142880749764256,0.844530900386372
4,8,5791912.7,0.0181595746876718,0.862690475074044
4,9,2128855.8,0.0066746717193067,0.869365146793351
4,10,3305628.9,0.0103642471854378,0.879729393978788
4,11,1467509.1,0.00460112962446552,0.884330523603254
4,12,1245937.7,0.0039064295149573,0.888236953118211
4,13,1382151.2,0.00433350418870354,0.892570457306915
4,14,848835.9,0.00266138315994078,0.895231840466856
4,15,2811224.9,0.00881412603739569,0.904045966504251
4,16,1362495.9,0.00427187827912127,0.908317844783372
4,17,1782461,0.0055886086917992,0.913906453475172
4,18,982664.6,0.00308098069168604,0.916987434166858
4,19,410563.4,0.0012872529529536,0.918274687119811
4,20,522764.4,0.00163904044442105,0.919913727564232
4,21,343102.1,0.00107573931672814,0.920989466880961
4,22,893064.7,0.00280005517358251,0.923789522054543
4,23,512043.2,0.00160542591287926,0.925394947967422
4,24,527058,0.00165250230994244,0.927047450277365
4,25,171662.7,0.000538219718287087,0.927585669995652
4,26,53682,0.00016831094301259,0.927753980938664
4,27,111668.6,0.00035011824020893,0.928104099178873
4,28,60143.1,0.000188568642686571,0.92829266782156
4,29,33174.3,0.000104012475630241,0.92839668029719
4,30,20104,6.30327334735129e-05,0.928459713030664
4,31,11651,3.65297641116145e-05,0.928496242794775
4,32,20062.8,6.2903557756287e-05,0.928559146352531
4,33,72115.3,0.000226105475739277,0.928785251828271
4,34,20828.5,6.53042821902637e-05,0.928850556110461
4,35,40989.2,0.000128514789041609,0.928979070899503
4,36,43636.2,0.000136814015340077,0.929115884914843
4,37,56894.1,0.000178381945956794,0.9292942668608
4,38,2176721.1,0.00682474537119338,0.936119012231993
4,39,922697.1,0.00289296261346415,0.939011974845457
4,40,178669.9,0.000560189623280899,0.939572164468738
4,41,59354.3,0.000186095492061626,0.9397582599608
4,42,56143.5,0.000176028565050247,0.93993428852585
4,43,69907.5,0.000219183287669101,0.940153471813519
4,44,78276.6,0.000245423202597134,0.940398895016116
4,45,45754.5,0.00014345559111191,0.940542350607228
4,46,83231,0.000260956896126838,0.940803307503355
4,47,22404.5,7.02455669074472e-05,0.940873553070262
4,48,57161.3,0.000179219706918997,0.941052772777181
4,49,12560.3,3.93807223561164e-05,0.941092153499537
4,50,15117.8,4.73993363562412e-05,0.941139552835894
4,51,55713.5,0.000174680371885026,0.941314233207779
4,52,10435.4,3.27184533868631e-05,0.941346951661165
4,53,17769.2,5.5712358119655e-05,0.941402664019285
4,54,11020.3,3.45523096248584e-05,0.94143721632891
4,55,39320.8,0.00012328379956055,0.941560500128471
4,56,58921.1,0.000184737265830989,0.941745237394302
4,57,130880.3,0.000410353316097961,0.9421555907104
4,58,20605.8,6.46060435439968e-05,0.942220196753943
4,59,80537.3,0.000252511249779962,0.942472708003723
4,60,1690054.1,0.00529888229412643,0.94777159029785
4,61,1073113.1,0.00336456685332447,0.951136157151174
4,62,190154.7,0.000596198295057491,0.951732355446232
4,63,643517.8,0.00201764255734487,0.953749998003577
4,64,277028.1,0.000868575327893636,0.95461857333147
4,65,541512.6,0.00169782229349129,0.956316395624962
4,66,72804.6,0.000228266660736456,0.956544662285698
4,67,70547.3,0.000221189273685632,0.956765851559384
4,68,44702.4,0.000140156907323237,0.956906008466707
4,69,1903260,0.0059673537759052,0.962873362242612
4,70,137234.1,0.000430274594547225,0.963303636837159
4,71,761362.1,0.00238712367320603,0.965690760510365
4,72,362398,0.00113623838765092,0.966826998898016
4,73,560225.8,0.00175649440590855,0.968583493303925
4,74,203419.9,0.000637789113604687,0.96922128241753
4,75,166110.6,0.000520812036257725,0.969742094453787
4,76,515168.1,0.00161522351479089,0.971357317968578
4,77,1010330.1,0.00316772124520332,0.974525039213782
4,78,1044200.6,0.00327391653962804,0.97779895575341
4,79,920092.2,0.00288479538468255,0.980683751138092
4,80,191780.6,0.000601296032888499,0.981285047170981
4,81,427513.1,0.00134039590572698,0.982625443076708
4,82,338209.1,0.0010603981326411,0.983685841209349
4,83,475087.9,0.0014895587433939,0.985175399952743
4,84,371071.7,0.0011634333249932,0.986338833277736
4,85,1841414,0.00577344597475106,0.992112279252487
4,86,98426.8,0.000308600788452584,0.992420880040939
4,87,95243.2,0.000298619142497238,0.992719499183437
4,88,28529.2,8.94485405796132e-05,0.992808947724016
4,89,23415.5,7.34153885121886e-05,0.992882363112528
4,90,36892.3,0.000115669643509992,0.992998032756038
4,91,19720.1,6.1829079156935e-05,0.993059861835195
4,92,23450.3,7.35244980985833e-05,0.993133386333294
4,93,58809.2,0.000184386422074737,0.993317772755369
4,94,17756.4,5.56722258579926e-05,0.993373444981227
4,95,245472.8,0.000769638956297101,0.994143083937524
4,96,157819,0.000494815109632726,0.994637899047157
4,97,101044.2,0.000316807208895957,0.994954706256052
4,98,156963.5,0.000492132832300524,0.995446839088353
4,99,873556.8,0.00273889141207594,0.998185730500429
4,100,32591.7,0.000102185830658013,0.998287916331087
4,101,15347.2,4.81185817332221e-05,0.99833603491282
4,102,30699.1,9.62518995312733e-05,0.998432286812351
4,103,44109.1,0.000138296714288526,0.99857058352664
4,104,21148,6.63060210653527e-05,0.998636889547705
4,105,133846.3,0.000419652713605046,0.999056542261311
4,106,122730.4,0.000384800666150896,0.999441342927461
4,107,20172.4,6.32471902467713e-05,0.999504590117708
4,108,13882,4.35246919060538e-05,0.999548114809614
4,109,15238,4.77762033759147e-05,0.99959589101299
4,110,25340.3,7.94502773596726e-05,0.99967534129035
4,111,12482.6,3.91371069864938e-05,0.999714478397336
4,112,18378.7,5.76233435480328e-05,0.999772101740884
4,113,5594,1.75390524796474e-05,0.999789640793364
4,114,4223.4,1.32417651488278e-05,0.999802882558513
4,115,3674.1,1.15195267635811e-05,0.999814402085276
4,116,1830.4,5.73891341772373e-06,0.999820140998694
4,117,8313.6,2.60659039497312e-05,0.999846206902644
4,118,2822.4,8.84916369656002e-06,0.99985505606634
4,119,2197.5,6.8898941408697e-06,0.999861945960481
4,120,26.3,8.24592563844701e-08,0.999862028419738
4,121,1150.7,3.60782761679125e-06,0.999865636247354
4,122,17.8,5.58089263742802e-08,0.999865692056281
4,123,156.3,4.90052538893258e-07,0.99986618210882
4,124,770.4,2.41546049880592e-06,0.999868597569318
4,125,480,1.50495981234014e-06,0.999870102529131
4,126,5929.2,1.85900160819316e-05,0.999888692545213
