oFAFZONE,dFAFZONE,distance
19,129,348.844680848452
19,131,165.742494085626
19,132,321.221965638367
19,139,221.438447390495
19,151,4375.6599696946
19,159,4343.17643783968
19,160,1687.34913493849
19,171,623.130356972079
19,172,455.353571236271
19,179,499.006979188642
19,181,585.90701604609
19,182,475.323714720864
19,189,483.159986686196
19,190,740.605849691955
19,201,627.30079738529
19,209,766.060224184091
19,211,370.195279502206
19,219,355.037336383793
19,221,319.640042786509
19,222,433.494494558721
19,223,287.115679386074
19,229,358.156367397661
19,230,1229.75285907763
19,241,719.704063854663
19,242,685.361077350134
19,249,708.060533865879
19,251,1067.04798991491
19,259,1034.93311028553
19,261,698.605411698967
19,262,703.671119719518
19,269,804.567891122402
19,271,920.289189158811
19,279,984.95829457732
19,280,211.800990264459
19,291,607.068582885972
19,292,453.751557502156
19,299,511.608434076524
19,300,1558.34972708827
19,310,902.656344007162
19,321,1668.20915739075
19,329,1790.26092526086
19,330,1098.67804185009
19,341,866.253484112642
19,342,801.051562633153
19,349,817.696818785907
19,350,1117.17433541551
19,361,979.908432765921
19,362,811.535865674004
19,363,908.271822525681
19,364,861.819888591806
19,369,913.40101961645
19,371,386.553035209553
19,372,440.405651482573
19,373,499.998767052828
19,379,471.32638202393
19,380,1235.25124887016
19,391,465.654301047479
19,392,662.761353345102
19,393,538.740618336484
19,394,509.922166518561
19,399,571.804301168324
19,401,644.299101963184
19,402,587.235881781975
19,409,646.109025450297
19,411,2103.13130566223
19,419,2014.68559996742
19,421,802.325262159045
19,422,651.154139909697
19,429,757.518098897382
19,441,1031.76164545082
19,451,389.315655170704
19,452,295.983016651974
19,459,358.380599162225
19,460,1046.15424295106
19,471,250.361559851055
19,472,234.493164970636
19,479,249.387620346559
19,481,679.311014705806
19,482,487.806636966336
19,483,743.742673035438
19,484,602.16300707334
19,485,1147.1657843771
19,486,566.496541975082
19,487,837.642285674793
19,488,745.420545620135
19,489,747.516802131542
19,491,1500.95322851289
19,499,1452.12552128504
19,500,1085.44866780871
19,511,612.872774433328
19,512,649.84538493039
19,513,654.860731276367
19,519,525.751759572492
19,531,2116.4189889011
19,539,2016.61817559339
19,540,537.780832891469
19,551,712.496002330325
19,559,826.960342530032
19,560,1320.40657212015
19,801,1853.89480553833
19,802,1145.55495034171
19,803,3713.04782433945
19,804,6011.41954081245
19,805,6779.3941549479
19,806,7409.14943421214
19,807,7470.15007180414
19,808,9929.00344334675
20,11,3265.91467117643
20,12,3388.66840004935
20,19,3308.87897662614
20,20,591.34502798451
20,41,2501.66613789408
20,42,2567.3588692798
20,49,2471.69612902796
20,50,3001.71323759409
20,61,2289.8478208595
20,62,1907.9327358799
20,63,2379.27854190434
20,64,1959.54682682457
20,69,1955.24922691778
20,81,2327.34853611448
20,89,2362.20166342895
20,91,3306.32658280885
20,92,3295.20896144076
20,99,3329.82587355115
20,100,3342.06146244359
20,111,3302.46490040027
20,121,3620.58028860711
20,122,3900.54451691271
20,123,3717.4966676201
20,124,3715.02482547731
20,129,3642.56242819588
20,131,3339.20155138174
20,132,3534.47485022028
20,139,3430.68511821752
20,151,2787.57539718418
20,159,2818.38432906791
20,160,1786.98965864033
20,171,2775.30782515822
20,172,2869.50773148379
20,179,2848.31314903331
20,181,2834.30802513989
20,182,2953.86163182945
20,189,2947.75268033173
20,190,2583.33532783937
20,201,2699.45241741884
20,209,2612.49337862293
20,211,3058.50403525716
20,219,3099.14590192806
20,221,3294.17492915834
20,222,3251.25868028169
20,223,3358.96801420302
20,229,3201.50217279287
20,230,3247.62824516242
20,241,3295.42451596446
20,242,3312.57885849356
20,249,3314.67689437225
20,251,3319.51514473659
20,259,3314.72288782606
20,261,2894.15306424661
20,262,2790.6203328223
20,269,2738.10179740541
20,271,2428.62403232759
20,279,2361.93177400074
20,280,3213.3163250552
20,291,2712.3097674846
20,292,2863.08603023087
20,299,2808.23130423552
20,300,1796.23087189166
20,310,2434.30137238399
20,321,2157.22702540283
20,329,1959.56877387815
20,330,3241.91345705296
20,341,3297.89429619398
20,342,3327.89348961534
20,349,3327.88970881244
20,350,2593.38309147322
20,361,3193.6926549471
20,362,3040.73962346372
20,363,3293.49278177079
20,364,3065.50056341499
20,369,3126.55395894276
20,371,3369.3183522306
20,372,3348.79829609487
20,373,3407.01406071324
20,379,3406.22317205411
20,380,2088.55599639355
20,391,3042.60733808076
20,392,3017.1299831102
20,393,3041.60864419495
20,394,3007.10985678615
20,399,3033.07839192076
20,401,2810.89170846776
20,402,2809.95618851681
20,409,2810.51755929753
20,411,1479.6927475761
20,419,1589.36103764128
20,421,3288.95053539659
20,422,3117.98333472471
20,429,3177.75355615805
20,441,3341.65637089133
20,451,3520.4874481143
20,452,3350.38672163987
20,459,3452.26406478273
20,460,2272.7706497561
20,471,3071.7535697298
20,472,3127.85534737295
20,479,3168.41272394771
20,481,3100.64022613435
20,482,3218.81731712666
20,483,3257.47403818185
20,484,2968.06176077933
20,485,2745.49400804197
20,486,3191.91369214918
20,487,3192.10411122906
20,488,3113.90989711111
20,489,2956.99248949786
20,491,2045.76328665163
20,499,2161.32110522275
20,500,3170.496864808
20,511,3363.8401604647
20,512,3420.79585336709
20,513,3288.99051443931
20,519,3304.25116400784
20,531,1373.51293844517
20,539,1460.29781674744
20,540,3186.12668292475
20,551,2716.54694639132
20,559,2578.50996363544
20,560,2077.12564600967
20,801,1945.43353286767
20,802,3327.01546856115
20,803,7008.63049962994
20,804,3705.21857806293
20,805,7688.80035045058
20,806,5714.23004363509
20,807,4499.40880611654
20,808,7354.65539661148
41,11,1446.77575062887
41,12,1411.70913051557
41,19,1462.84637780716
41,20,2501.66613789408
41,41,36.5548865794409
41,42,78.5487637938437
41,49,149.597437175901
41,50,1124.5989836514
41,61,328.997473387131
41,62,655.432608866125
41,63,281.508567849541
41,64,656.85110752949
41,69,620.08052540543
41,81,599.113708784513
41,89,533.47138715534
41,91,2227.52273749059
41,92,2186.63403695887
41,99,2241.73969278896
41,100,2060.57275150536
41,111,1978.5839529137
41,121,1776.50461543726
41,122,1942.09246069959
41,123,1826.04441173649
41,124,1776.08208830239
41,129,1722.97300794835
41,131,1583.09661815503
41,132,1772.03470559056
41,139,1649.65450197155
41,151,2915.44660100879
41,159,2882.97622352933
41,160,787.260512284586
41,171,1427.2230500133
41,172,1285.19369794759
41,179,1341.45014209335
41,181,1469.4767381812
41,182,1498.42689395804
41,189,1498.22822953925
41,190,1181.72752123861
41,201,1024.9475825062
41,209,849.779024256683
41,211,1514.70537591919
41,219,1533.57865576567
41,221,1232.44490924187
41,222,1123.70386759559
41,223,1307.65381361239
41,229,1155.24734458217
41,230,2385.49486441537
41,241,2001.94873935079
41,242,1983.94255836657
41,249,2001.24580341776
41,251,2291.87751098793
41,259,2262.71760582027
41,261,1678.97567647515
41,262,1565.02206074337
41,269,1623.10366675996
41,271,1282.23999759144
41,279,1265.40889343868
41,280,1291.96908594512
41,291,1069.01527162413
41,292,1241.59439312407
41,299,1150.68309374467
41,300,978.992233543327
41,310,911.002060928741
41,321,351.254065289627
41,329,558.08186975525
41,330,2276.66713567424
41,341,2120.15230389779
41,342,2084.37588836321
41,349,2097.08935407114
41,350,373.950289254267
41,361,2153.26208122358
41,362,1912.15441289296
41,363,2151.26310267599
41,364,1973.18540429012
41,369,2056.86152106102
41,371,1779.13253852697
41,372,1810.94565059055
41,373,1886.64508622115
41,379,1859.4761412641
41,380,1163.69550943911
41,391,1596.51652404896
41,392,1760.12893862405
41,393,1666.71144846787
41,394,1603.0769733932
41,399,1687.08458771417
41,401,842.599868443184
41,402,925.931523337575
41,409,847.321390983059
41,411,1032.8026601533
41,419,930.046264214281
41,421,2064.23067547971
41,422,1830.93772380462
41,429,1959.56469961846
41,441,2274.95530728194
41,451,1835.91263705049
41,452,1697.95964290868
41,459,1789.54590366757
41,460,1030.18293532968
41,471,1276.77440217808
41,472,1448.37044637089
41,479,1490.79825116214
41,481,861.545036300304
41,482,1065.1070339781
41,483,940.541235240263
41,484,868.632544744177
41,485,344.367506708378
41,486,995.816498222179
41,487,835.5461447918
41,488,827.42946092386
41,489,766.189469090887
41,491,539.505871603824
41,499,424.449083557976
41,500,2226.17378468685
41,511,1954.34189211681
41,512,2011.22387211128
41,513,1946.61750158811
41,519,1851.37462809768
41,531,1141.64741488158
41,539,1069.10549492914
41,540,1785.12626403472
41,551,1470.31496677721
41,559,1418.22158798795
41,560,744.537680641139
41,801,2063.81915716901
41,802,853.29540607811
41,803,4727.60691846867
41,804,5969.95086890417
41,805,8129.98479006638
41,806,7811.20816026561
41,807,6983.94394519836
41,808,8476.77025894739
42,11,1450.99827881659
42,12,1405.46032821291
42,19,1464.84530934472
42,20,2567.3588692798
42,41,78.5487637938437
42,42,0
42,49,177.519688091986
42,50,1133.833438938
42,61,360.810903986258
42,62,708.882349528227
42,63,297.041635536768
42,64,702.816187929628
42,69,670.040461864547
42,81,651.261836874877
42,89,583.928090707378
42,91,2254.05784937579
42,92,2212.63917085784
42,99,2267.68312115854
42,100,2081.38955346424
42,111,1998.94447621664
42,121,1772.55254330216
42,122,1928.36252455718
42,123,1818.28301304142
42,124,1765.96108756471
42,129,1715.11805316925
42,131,1588.31573056485
42,132,1773.18437136735
42,139,1651.92751781631
42,151,2918.55438518176
42,159,2884.47138116702
42,160,857.767006939926
42,171,1459.26479277285
42,172,1308.90215935302
42,179,1367.67639243193
42,181,1499.45180273409
42,182,1522.96228357067
42,189,1522.99016796866
42,190,1219.51278897376
42,201,1052.98613219474
42,209,880.739514241291
42,211,1534.03555108457
42,219,1551.22673891087
42,221,1223.45053086723
42,222,1111.4624314661
42,223,1297.77651069306
42,229,1149.65127461489
42,230,2417.692757015
42,241,2023.26458286059
42,242,2003.98810348489
42,249,2021.70088745871
42,251,2319.4012869867
42,259,2289.76895042173
42,261,1710.48264870889
42,262,1598.95066276151
42,269,1660.20121730559
42,271,1328.41573611795
42,279,1314.09338460285
42,280,1292.70078292178
42,291,1097.18399226707
42,292,1264.50953072709
42,299,1174.55936134391
42,300,1047.71917155888
42,310,954.816974497387
42,321,413.757618720628
42,329,620.905141849337
42,330,2306.77946200959
42,341,2144.42055026342
42,342,2106.45057865889
42,349,2119.48257389384
42,350,392.179832341369
42,361,2182.51351629609
42,362,1942.27266129613
42,363,2176.48108938989
42,364,2003.60745270083
42,369,2086.6240232335
42,371,1789.9971768484
42,372,1823.98470957379
42,373,1899.16407419505
42,379,1871.16141846341
42,380,1222.88661410932
42,391,1619.0101641952
42,392,1787.9004331564
42,393,1691.07921995173
42,394,1627.54420955029
42,399,1712.37764864085
42,401,856.117402261265
42,402,942.795526602315
42,409,861.274496349969
42,411,1097.87060228669
42,419,995.134941680807
42,421,2087.46648964749
42,422,1855.8349838174
42,429,1984.99000430331
42,441,2301.22415413552
42,451,1840.48334115132
42,452,1706.97131041478
42,459,1796.18061709155
42,460,1082.54198084617
42,471,1287.20276873392
42,472,1461.52177732471
42,479,1503.02966472743
42,481,844.891254942526
42,482,1051.86353347449
42,483,911.498242214294
42,484,867.76623994763
42,485,326.511749976603
42,486,980.008372100408
42,487,803.293916858091
42,488,805.667442135048
42,489,759.509644433263
42,491,609.608959821078
42,499,493.095651113509
42,500,2257.85922214873
42,511,1971.1326576655
42,512,2027.00930266978
42,513,1966.71310234126
42,519,1867.96520322606
42,531,1209.10126902291
42,539,1137.54291057307
42,540,1805.58250030651
42,551,1505.9460240847
42,559,1459.21675000103
42,560,808.52541519187
42,801,2123.10672353243
42,802,798.266540736358
42,803,4679.98744808197
42,804,6041.50962572965
42,805,8159.25088750088
42,806,7881.37004092143
42,807,7050.22421492581
42,808,8469.86253527124
49,11,1411.39433739398
49,12,1384.12506154741
49,19,1429.01665240128
49,20,2471.69612902796
49,41,149.597437175901
49,42,177.519688091986
49,49,174.543061212631
49,50,1087.51745144331
49,61,365.299972434695
49,62,653.846200000701
49,63,334.016187409181
49,64,665.008390619967
49,69,624.067720190195
49,81,545.953404501725
49,89,483.109450679611
49,91,2176.51164418191
49,92,2135.96409684699
49,99,2191.01397746957
49,100,2012.95792277556
49,111,1931.38595455257
49,121,1745.9185600317
49,122,1918.71041244555
49,123,1798.22222749989
49,124,1750.23675038535
49,129,1695.57592171255
49,131,1546.52263347988
49,132,1737.73307908959
49,139,1614.96491874374
49,151,2953.079157044
49,159,2921.77175004185
49,160,745.622291241585
49,171,1375.30945599769
49,172,1238.20286265897
49,179,1292.93288846765
49,181,1418.42931019149
49,182,1450.14047680101
49,189,1449.86626189977
49,190,1128.28106304898
49,201,977.063939184789
49,209,802.071596297308
49,211,1469.32541285583
49,219,1489.16879759074
49,221,1207.88451799303
49,222,1102.39931197681
49,223,1283.38740510762
49,229,1128.5940419874
49,230,2331.49286217118
49,241,1954.16144122858
49,242,1936.91931909981
49,249,1953.96032360385
49,251,2240.26321145818
49,259,2211.39270569317
49,261,1626.56948255449
49,262,1511.78648429431
49,269,1568.42844398032
49,271,1225.18939820151
49,279,1207.89045135852
49,280,1259.84608884698
49,291,1020.76579784089
49,292,1195.26112848744
49,299,1104.42561275553
49,300,927.4612293379
49,310,857.006646242853
49,321,345.645334431487
49,329,542.528675537737
49,330,2223.79403482328
49,341,2070.51746995099
49,342,2036.00646519626
49,349,2048.53174563572
49,350,348.574671756359
49,361,2100.99584835593
49,362,1859.89705009943
49,363,2101.06880287024
49,364,1920.65857765466
49,369,2004.52057394565
49,371,1738.1993166238
49,372,1768.54078330869
49,373,1844.38746078296
49,379,1817.8450956556
49,380,1105.22786791648
49,391,1549.04886679793
49,392,1709.37952848114
49,393,1618.00729565312
49,394,1554.49496259823
49,399,1637.85055538482
49,401,805.052328053488
49,402,885.372381613878
49,409,809.670605012855
49,411,1008.15501427161
49,419,905.393981331636
49,421,2015.25531478378
49,422,1781.53706644599
49,429,1909.62024049198
49,441,2224.01000780712
49,451,1799.04022385757
49,452,1658.46210196976
49,459,1751.39750975512
49,460,972.955137900207
49,471,1237.94250796519
49,472,1407.02262237817
49,479,1449.91687729814
49,481,846.187555081962
49,482,1045.03469310291
49,483,935.161932877958
49,484,840.846277671629
49,485,344.800641532061
49,486,978.43430151736
49,487,834.216006422491
49,488,816.810663874126
49,489,745.16274959686
49,491,495.492010923365
49,499,383.387934530387
49,500,2172.62717430013
49,511,1909.29402084898
49,512,1966.66567189711
49,513,1899.63978228596
49,519,1806.69577162948
49,531,1111.15716168567
49,539,1035.84069670866
49,540,1738.32435486111
49,551,1416.59478175092
49,559,1362.54071738134
49,560,690.496388916852
49,801,2008.65856933596
49,802,875.854012446747
49,803,4733.85616342035
49,804,5920.36079722421
49,805,8074.08352445428
49,806,7753.57654968214
49,807,6951.10097789719
49,808,8517.90691075793
50,11,343.184369939379
50,12,398.326241224234
50,19,374.522439498717
50,20,3001.71323759409
50,41,1124.5989836514
50,42,1133.833438938
50,49,1087.51745144331
50,50,121.635624114899
50,61,1424.2222220229
50,62,1608.16774658749
50,63,1400.33969025487
50,64,1660.37033043725
50,69,1591.0510770243
50,81,768.340848304955
50,89,783.921136424664
50,91,1179.8317203087
50,92,1135.98647470706
50,99,1188.94580345604
50,100,977.266615153789
50,111,894.09714859172
50,121,701.441678427764
50,122,937.175305096445
50,123,776.479340011297
50,124,750.823303897376
50,129,684.019658634329
50,131,471.062038997806
50,132,669.178571384737
50,139,549.480904841656
50,151,4030.03955276062
50,159,3999.46400876638
50,160,1337.3401322978
50,171,528.95435378989
50,172,307.941480549984
50,179,387.034694285551
50,181,528.193061818816
50,182,480.20390606754
50,189,484.808223488705
50,190,505.32048007726
50,201,315.702667343631
50,209,422.88480206681
50,211,442.281205275699
50,219,448.884713106453
50,221,323.28072465174
50,222,342.238824329756
50,223,374.501466406409
50,229,253.98883383197
50,230,1384.04061605687
50,241,922.880285397309
50,242,897.831638238807
50,249,917.739426615874
50,251,1250.3844524906
50,259,1218.63938657396
50,261,721.166942429533
50,262,661.705087043616
50,269,761.939565756619
50,271,705.93757107945
50,279,757.149627656954
50,280,243.34337511553
50,291,313.886373194977
50,292,271.065488730043
50,299,265.072687929553
50,300,1231.12789172483
50,310,581.359652153417
50,321,1312.29976644536
50,329,1431.58192884119
50,330,1258.82137082025
50,341,1058.26289593838
50,342,1008.171860442
50,349,1023.38015726744
50,350,774.50830310699
50,361,1132.22246176466
50,362,913.815694117191
50,363,1095.69275330022
50,364,973.812477542094
50,369,1046.06011042168
50,371,661.657887610607
50,372,697.438711459469
50,373,771.495918238497
50,379,743.505885305843
50,380,959.339874776745
50,391,545.297991419026
50,392,748.189952011111
50,393,627.716237819959
50,394,570.767069275619
50,399,657.798260755058
50,401,294.134122993597
50,402,235.49097255309
50,409,300.697403621275
50,411,1750.84696767621
50,419,1660.68926732921
50,421,996.387718329915
50,422,785.756763242765
50,429,913.311969828953
50,441,1223.8018250844
50,451,721.016761282625
50,452,579.528652766932
50,459,672.535949216282
50,460,751.506203268732
50,471,170.80574072025
50,472,341.271027158719
50,479,381.036306448541
50,481,452.757714195674
50,482,354.870549195923
50,483,589.227731031086
50,484,303.340579691866
50,485,829.400131032648
50,486,400.144753380708
50,487,644.905741675101
50,488,524.01998286971
50,489,472.710220195233
50,491,1143.3023714285
50,499,1094.16194311678
50,500,1226.18340421867
50,511,852.206166747217
50,512,904.503917018253
50,513,861.430191557525
50,519,750.302908334655
50,531,1770.99749315333
50,539,1671.35146320375
50,540,707.657523729925
50,551,617.676131146862
50,559,681.828435215852
50,560,976.488976452279
50,801,1728.56788182881
50,802,974.318196934004
50,803,4016.53955544046
50,804,5892.04409499748
50,805,7059.06392680611
50,806,7417.98219065943
50,807,7266.05344657853
50,808,9598.4510904547
61,11,1752.68670896046
61,12,1730.5661969855
61,19,1771.56175469149
61,20,2289.8478208595
61,41,328.997473387131
61,42,360.810903986258
61,49,365.299972434695
61,50,1424.2222220229
61,61,88.2286176538877
61,62,392.247476607796
61,63,111.729134779886
61,64,360.776956479432
61,69,359.32639781843
61,81,788.523202338492
61,89,733.694597277767
61,91,2479.82940471708
61,92,2440.75288136185
61,99,2495.74175221513
61,100,2329.77582302933
61,111,2249.43120102715
61,121,2092.1392790824
61,122,2266.0332607802
61,123,2145.48651871921
61,124,2097.64705958824
61,129,2042.44115643976
61,131,1886.87895133546
61,132,2081.24652783852
61,139,1957.31903803164
61,151,2607.60137449551
61,159,2578.10204120577
61,160,725.348531939326
61,171,1669.18577415774
61,172,1553.14027533885
61,179,1601.18857613915
61,181,1717.48494251507
61,182,1761.85268443987
61,189,1760.69193495771
61,190,1407.63526027176
61,201,1285.34263199534
61,209,1105.72971574423
61,211,1791.19425486189
61,219,1813.77493659687
61,221,1554.06733632171
61,222,1447.78311839835
61,223,1629.7570658311
61,229,1473.84206649524
61,230,2618.43562303528
61,241,2270.1938712212
61,242,2255.52533679127
61,249,2271.68039193315
61,251,2540.79582868611
61,259,2513.23883383079
61,261,1919.78051596301
61,262,1798.94521228579
61,269,1844.04792130438
61,271,1471.6832510257
61,279,1441.83437728342
61,280,1602.84766363344
61,291,1328.21697645739
61,292,1512.07618023572
61,299,1419.10770844783
61,300,984.625638906879
61,310,1120.12715442955
61,321,240.651761006214
61,329,386.755052505389
61,330,2517.37584606345
61,341,2379.67765481429
61,342,2350.15560083215
61,349,2361.84503630287
61,350,667.917128701048
61,361,2397.55959688752
61,362,2155.37018095272
61,363,2407.87561800413
61,364,2214.9722413101
61,369,2300.08258982811
61,371,2072.18311695301
61,372,2099.50314221568
61,373,2175.90599661148
61,379,2150.51144372955
61,380,1279.00559133535
61,391,1864.48875072062
61,392,2011.93095867058
61,393,1929.06437686587
61,394,1865.73676025548
61,399,1946.53949654419
61,401,1138.60955509211
61,402,1214.39350265303
61,409,1141.9207568397
61,411,832.149342280198
61,419,740.455647431013
61,421,2326.97353815042
61,422,2090.54585745534
61,429,2216.72934729873
61,441,2527.79994803271
61,451,2139.82546333737
61,452,1994.85171347862
61,459,2090.14483704815
61,460,1193.98896922585
61,471,1573.58839731953
61,472,1738.80286172143
61,479,1782.75443833022
61,481,1188.04557931423
61,482,1389.86315536164
61,483,1266.96148653648
61,484,1184.25933691408
61,485,672.216444518995
61,486,1321.68482219837
61,487,1160.7392768231
61,488,1154.86599244407
61,489,1083.77450429783
61,491,555.215365011987
61,499,483.884722486628
61,500,2461.90800221696
61,511,2233.97292015824
61,512,2292.88531709679
61,513,2218.30192876664
61,519,2131.9500763773
61,531,964.579724263114
61,539,914.770009589021
61,540,2056.78587000413
61,551,1699.50932667366
61,559,1627.1880037873
61,560,834.484303075368
61,801,2115.53354634506
61,802,1146.85125068414
61,803,5033.45112922094
61,804,5848.02510135165
61,805,8357.14486519852
61,806,7753.93133928809
61,807,6759.89767029137
61,808,8181.1023600003
62,11,1940.47449081361
62,12,1956.85999613895
62,19,1966.92403521203
62,20,1907.9327358799
62,41,655.432608866125
62,42,708.882349528227
62,49,653.846200000701
62,50,1608.16774658749
62,61,392.247476607796
62,62,40.6705603769012
62,63,478.016791514197
62,64,108.100812615638
62,69,157.200784897013
62,81,868.12181166666
62,89,841.074288594417
62,91,2542.62306278081
62,92,2507.50896996534
62,99,2561.14698027249
62,100,2426.08885533659
62,111,2350.55038081068
62,121,2301.04206797801
62,122,2507.54308663525
62,123,2367.42407201278
62,124,2329.05098775209
